Food_Code,Display_Name,Portion_Default,Portion_Amount,Portion_Display_Name,Factor,Increment,Multiplier,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats,
12350000,Sour cream dip,1,.25000,cup,.25000,.25000,1.00000,.04799,.00000,.04070,.00000,.00000,.00000,.04070,.00000,.00000,.00000,.00000,.00000,.00000,105.64850,1.57001,.00000,133.65000,7.36898,
13110120,"Ice cream, rich",1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.25160,.09620,.00000,.00000,.00000,213.06672,96.10340,.00000,368.52000,15.28840,
13110200,Soft serve ice cream,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.38233,.00000,.00000,.00000,.00000,170.39808,123.83793,.00000,347.73000,11.74670,
13120100,"Ice cream bar, chocolate covered",2,1.00000,Klondike Krispy bar,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.16008,.00000,.00000,.00000,.00000,184.52808,74.82821,.00000,277.84000,15.75040,
13120500,Ice cream sandwich,1,1.00000,sandwich,1.00000,.50000,.50000,.53454,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.09912,.00000,.00000,.00000,.00000,49.46265,48.40002,.00000,143.37000,3.23320,
13160150,"Low fat, low sugar ice milk",1,1.00000,cup,1.00000,.25000,.25000,.04176,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.43344,.08928,.00000,.00000,.35200,7.97040,73.98561,.00000,152.64000,.89280,
14104010,"Cheese (cheddar, Swiss)",2,.25000,cup shredded,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66444,.00000,.00000,.00000,.00000,83.06347,.00000,.00000,113.84750,5.95793,
14104400,Feta or goat cheese,1,.25000,cup crumbled,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66150,.00000,.00000,.00000,.00000,70.62862,.00000,.00000,99.00000,5.60625,
14107030,Mozzarella cheese (part skim),1,1.00000,slice (slice = 1 oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66679,.00000,.00000,.00000,.00000,49.90734,.00000,.00000,85.61700,3.59194,
14109030,Low fat cheddar or Swiss,2,1.00000,cubic inch,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.52905,.00000,.00000,.00000,.00000,5.93325,.00000,.00000,27.00000,.49600,
14201010,"Cottage cheese, creamed",1,.50000,cup,.50000,.25000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.20055,.00000,.00000,.00000,.00000,42.26040,.00000,.00000,108.15000,2.99250,
14201500,Ricotta cheese,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.50000,.00000,.00000,.00000,.00000,56.93855,.00000,.00000,95.94000,4.06515,
14204010,Lowfat cottage cheese,1,.50000,cup,.50000,.25000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.24973,.00000,.00000,.00000,.00000,9.92592,.00000,.00000,81.36000,.73450,
14301010,Cream cheese (regular),1,1.00000,Tablespoon,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,45.50535,.00000,.00000,50.60500,3.18565,
14303010,Low fat cream cheese,1,1.00000,Tablespoon,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,23.76000,.00000,.00000,34.65000,1.66350,
14410200,American cheese (processed),2,1.00000,cubic inch,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.30870,.00000,.00000,.00000,.00000,40.47435,.00000,.00000,58.80000,2.72475,
14410350,Fat-free American cheese,2,1.00000,cubic inch,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.38102,.00000,.00000,.00000,.00000,.48114,.00000,.00000,23.97600,.08100,
14420100,Cheese spread or dip,1,4.00000,Tablespoons,.25000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.07604,.00000,.00000,.00000,.00000,114.79590,7.25774,.00000,176.90000,8.13130,
14620100,Cream cheese dip,1,2.00000,Tablespoons,2.00000,1.00000,.50000,.00000,.00000,.00360,.00000,.00000,.00000,.00360,.00000,.00000,.00660,.00000,.00000,.49133,76.29120,.28282,.00000,106.20000,5.67000,
14650100,Cheese sauce,1,.25000,cup,.25000,.25000,1.00000,.12636,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.47871,.00000,.00000,.00000,.00000,70.91348,.00000,.00000,109.35000,3.65107,
14650160,Alfredo sauce,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.45502,.00000,.00000,.00000,.00000,223.76291,.00000,.00000,249.07500,15.65527,
14660200,Fried cheese sticks,1,3.00000,"pieces or 4"" sticks",3.00000,1.00000,.33333,1.17744,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.60568,.22044,.00528,.00000,.00381,273.53700,4.39833,.00000,502.92000,16.35480,
21101130,Grilled steak (eat lean only),2,4.00000,"ounces cooked, no bone",4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.00000,.00000,.00000,.00000,3.51900,.00000,.00000,181.24000,2.78760,
21103120,Breaded fried steak (eat lean & fat),1,1.00000,medium steak,1.00000,.50000,.50000,1.97559,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.04617,5.32899,.00972,.00000,2.19672,242.86635,7.38598,.00000,801.90000,16.11090,
21304220,BBQ short ribs with sauce,1,1.00000,medium rib,1.00000,1.00000,1.00000,.06375,.00000,.00459,.00000,.00000,.00000,.00459,.00000,.00000,.93534,.00000,.00000,.00057,28.05408,3.76345,.00000,107.61000,2.43780,
21401110,Roast beef (eat lean & fat),1,1.00000,medium slice,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.34988,.00000,.00000,.00000,36.83232,.00000,.00000,111.72000,2.87280,
21417120,Beef brisket,2,4.00000,ounces after cooking,4.00000,1.00000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.00000,.00000,.00000,.00000,20.88216,.00000,.00000,211.60000,3.79960,
21501000,"Ground beef (75% lean, regular)",1,1.00000,medium patty (4 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.69110,.00000,.00000,.00000,79.07040,.00000,.00000,234.60000,6.13700,
13160410,Low fat ice cream,1,1.00000,cup,1.00000,.25000,.25000,.72199,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.35894,.23290,.00000,.00000,.00000,11.61486,171.70839,.00000,228.79000,.82200,
13210250,Diet pudding (instant or canned),1,.50000,cup (4 fl oz),.50000,.25000,.50000,.49010,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.44980,.00000,.00000,.00000,.00087,10.02690,28.58916,.00000,105.30000,.75400,
13210280,Pudding (instant or canned),1,.50000,cup (4 fl oz),.50000,.25000,.50000,.24665,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.45023,.00000,.00000,.00000,.00000,19.00341,57.78004,.00000,133.11000,1.34415,
13220220,"Pudding, no sugar added",1,.50000,cup (4 fl oz),.50000,.25000,.50000,.54125,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.47375,.00000,.00000,.00000,.00625,1.72125,.00000,.00000,81.25000,1.15250,
13411000,White sauce (cream sauce),1,.25000,cup,.25000,.25000,1.00000,.23438,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.24000,.00000,.00000,.00000,.00000,58.13437,.00000,.00000,90.62500,1.71250,
13412000,Milk gravy,1,.25000,cup,.25000,.25000,1.00000,.19500,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.24938,.00000,.00000,.00000,.00000,56.54250,.00000,.00000,88.12500,2.77500,
14104010,"Cheese (cheddar, Swiss)",1,1.00000,slice (slice = 1 oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.66679,.00000,.00000,.00000,.00000,83.35751,.00000,.00000,114.25050,5.97902,
14640100,Grilled cheese sandwich,1,1.00000,sandwich,1.00000,.50000,.50000,2.03600,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.49000,.00000,.00000,.00000,.27000,125.97400,8.22000,.00000,290.00000,5.97800,
7258,"Turkey lunch meat, fat free",1,1.00000,ounce,.50000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98840,.00000,.00000,.00000,.00000,.00000,.00000,28.56000,.06552,
92101000,Coffee,2,1.00000,fast food (16 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,14.20000,.00000,
92101900,Latte,1,1.00000,medium (14 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.07304,.00000,.00000,.00000,.00000,45.31248,.00000,.00000,142.80000,3.30480,
92161000,Cappuccino,1,1.00000,medium (17 fl oz order),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.01088,.00000,.00000,.00000,.00000,70.37766,.00000,.00000,160.38000,4.56840,
7259,"Turkey breast lunch meat, fat free",1,1.00000,ounce,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98840,.00000,.00000,.00000,.00000,.00000,.00000,23.52000,.05740,
16126,"Tofu, firm",1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99981,.00000,.00000,.00000,.00000,.00000,44.10000,.54369,
16129,Fried tofu,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.98394,.00000,1.65609,.00000,.00000,.00000,168.02000,1.80916,
23559,Ground beef (95% lean),1,1.00000,medium patty (4 per pound),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.60060,.00000,.00000,.00000,.00000,.00000,.00000,167.28000,2.75196,
11111000,Whole milk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00040,.00000,.00000,.00000,.00000,69.56928,.00000,.00000,146.40000,4.53840,
11112110,2% milk (reduced fat),1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00040,.00000,.00000,.00000,.00000,41.46048,.00000,.00000,122.00000,3.07440,
11113000,Fat free milk (skim),1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99960,.00000,.00000,.00000,.00000,.00000,.00000,.00000,83.30000,.29400,
11114300,Low lactose lowfat (1%) milk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99308,.00000,.00000,.00000,.00000,19.50048,.00000,.00000,102.48000,1.53720,
11114320,Low lactose fat free (skim) milk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99960,.00000,.00000,.00000,.00000,.00000,.00000,.00000,83.30000,.29400,
11114330,Low lactose reduced fat (2%) milk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00040,.00000,.00000,.00000,.00000,41.46048,.00000,.00000,122.00000,3.07440,
11114350,Low lactose whole milk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00040,.00000,.00000,.00000,.00000,69.56928,.00000,.00000,146.40000,4.53840,
11115000,Buttermilk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99960,.00000,.00000,.00000,.00000,17.59590,.00000,.00000,98.00000,1.34750,
11121300,"Nonfat dry milk, reconstituted",1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99960,.00000,.00000,.00000,.00000,.00000,.00000,.00000,80.85000,.10780,
11220000,Sweetened condensed milk,1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.33966,.00000,.00000,.00000,.00000,59.28674,142.93239,.00000,245.56500,4.19985,
11320000,Soymilk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.99960,.00000,.54771,.00000,.00000,.00000,98.00000,.51450,
11321000,Flavored soymilk,1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00080,.00000,.38933,3.90960,37.44922,.00000,117.60000,.50400,
11411100,"Plain yogurt, whole milk",1,1.00000,8 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.92616,.00000,.00000,.00000,.00000,64.66095,.00000,.00000,138.47000,4.76700,
11411300,"Plain yogurt, fat free",1,1.00000,8 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.92616,.00000,.00000,.00000,.00000,1.40967,.00000,.00000,127.12000,.27240,
11421000,"Flavored yogurt, whole milk",1,1.00000,8 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.92616,.00000,.00000,.00000,.00000,63.12870,72.09592,.00000,229.27000,4.54000,
11422000,"Flavored yogurt, low fat",1,1.00000,8 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.92616,.00000,.00000,.00000,.00000,23.67837,73.53488,.00000,192.95000,1.83870,
11424000,"Flavored yogurt, fat-free sugar-free",1,1.00000,8 oz container,1.00000,.25000,.25000,.00908,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.92616,.00000,.00000,.00000,.00050,2.02257,.00000,.00000,97.61000,.27240,
11431000,"Fruit yogurt, whole milk",1,1.00000,6 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.05780,.69360,.00000,.00000,.00000,.00000,48.27150,91.24020,.00000,202.30000,3.46800,
11432000,"Fruit yogurt, low fat",1,1.00000,6 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.05780,.69360,.00000,.00000,.00000,.00000,15.03990,93.28496,.00000,173.40000,1.19000,
11433500,"Fruit yogurt, fat-free sugar-free",1,1.00000,6 oz container,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.19210,.70550,.00000,.00000,.00000,.00000,.76500,.00000,.00000,86.70000,.15300,
11460150,"Frozen yogurt, low fat",1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.87400,.00000,.00000,.00000,.00000,24.89400,100.64477,.00000,214.00000,1.88000,
11460400,"Frozen yogurt, low fat sugar free",1,1.00000,cup,1.00000,.25000,.25000,1.52892,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.86118,.00000,.00000,.00000,.00744,11.53386,.00000,.00000,199.02000,.94860,
11460440,"Frozen yogurt, whole milk",1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.60900,.00000,.00000,.00000,.00000,55.27980,110.55418,.00000,220.98000,4.05420,
11511100,"Chocolate milk, whole milk",1,1.00000,cup (1 school carton),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00000,.00000,.00000,.00000,.00000,74.56500,48.31502,.00000,207.50000,5.25000,
11511200,"Chocolate milk, 2% (reduced fat)",1,1.00000,cup (1 school carton),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00000,.00000,.00000,.00000,.00000,43.29000,45.99882,.00000,175.00000,2.82500,
11511300,"Chocolate milk, fat free (skim)",1,1.00000,cup (1 school carton),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00000,.00000,.00000,.00000,.00000,4.65750,52.25661,.00000,140.00000,.57500,
11511400,"Chocolate milk, 1% (low fat)",1,1.00000,cup (1 school carton),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.00000,.00000,.00000,.00000,.00000,20.79000,45.51120,.00000,157.50000,1.55000,
11514100,Instant cocoa (with water),1,1.00000,packet dry mix with water,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.18746,.00000,.00000,.00000,.00000,9.86328,65.49322,.00000,113.30000,.67980,
11514300,"Instant cocoa, diet (with water)",1,1.00000,packet dry mix with water,1.00000,.25000,.25000,.25807,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.25019,.00000,.00000,.00000,.05910,1.43613,.00000,.00000,57.13000,.25610,
11526000,Malted milk (Ovaltine),1,1.00000,cup,1.00000,.25000,.25000,.18330,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.94705,.00000,.00000,.00000,.01149,42.40575,22.11601,.00000,173.90000,2.98450,
11541110,Milk shake (whole milk),1,1.00000,milkshake (10 fl oz),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.76410,.00000,.00000,.00000,.00000,124.70112,158.37394,.00000,393.37000,8.32020,
11541500,"Milk shake, low fat",1,1.00000,small shake (12 fl oz),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.51570,.00000,.00000,.00000,.00000,13.33944,110.89324,.00000,198.64000,.97410,
11553000,fruit smoothie made with milk,1,1.00000,commercial smoothie (20 fl oz),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,1.41174,.56672,.00000,.00000,.00000,.02024,60.47712,206.76453,.00000,495.88000,4.78676,
11560000,Chocolate flavored drink,1,1.00000,bottle (9 fl oz),1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.04384,.00000,.00000,.00000,.00061,9.76536,50.81553,.00000,128.78000,.84940,
11623000,Meal replacement drink (Slim Fast),1,1.00000,cup,1.00000,.25000,.25000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.93000,.00000,.00000,.00000,.68999,1.62936,104.72517,.00000,173.60000,.64480,
11812000,"Dry milk powder, low fat",1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.75000,.00000,.00000,.00000,.00000,2.66220,.00000,.00000,109.80000,.41100,
11830970,Meal replacement powder (Slim Fast),1,1.00000,tablespoon,1.00000,1.00000,1.00000,.03825,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.15630,.00000,.02640,.00000,.00000,.01755,23.25704,.00000,48.60000,.02700,
12110100,Light cream,1,2.00000,Tablespoons (1 fl oz),1.00000,1.00000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,52.13700,.00000,.00000,58.50000,3.60600,
12120100,Half & Half,1,2.00000,Tablespoons (1 fl oz),1.00000,1.00000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,31.25700,.00000,.00000,39.26000,2.16232,
12140000,"Whipped cream, sweetened",1,.25000,cup,.25000,.25000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,93.20378,6.69242,.00000,103.53000,6.44385,
12210200,Coffee Mate (liquid),1,2.00000,Tablespoons (1 fl oz),1.00000,1.00000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,26.91900,13.22425,.00000,40.80000,.58200,
12210250,Coffee Mate Lite (liquid),1,2.00000,Tablespoons (1 fl oz),1.00000,1.00000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,9.45000,10.57648,.00000,20.70000,.27000,
12210400,Coffee Mate (powder),1,1.00000,packet,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,9.57960,6.37758,.00000,16.38000,.97560,
12310100,Sour cream,2,1.00000,individual container,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,56.59200,.00000,.00000,64.20000,3.91500,
12310350,"Sour cream, low fat or light",1,2.00000,Tablespoons,2.00000,1.00000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,30.52800,.00000,.00000,43.52000,2.11200,
21501200,Ground beef (80% lean),2,1.00000,ounce after cooking,1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.89628,.00000,.00000,.00000,23.51916,.00000,.00000,75.32000,1.87320,
21602100,Beef jerky,1,1.00000,piece (Slim Jim),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.27773,.00000,.00000,.00085,17.47699,3.34702,.00000,39.36000,1.04160,
21603000,Pastrami (beef),1,1.00000,slice (slice = 1 oz),1.00000,1.00000,1.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.77084,.00000,.00000,.00000,55.27620,.00000,.00000,97.72000,2.91760,
22101110,Grilled pork chop (eat lean & fat),1,1.00000,medium,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.01590,.00000,.00000,.00000,41.04270,.00000,.00000,216.00000,4.66200,
22101210,Fried pork chop (eat lean & fat),1,1.00000,medium,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,2.54016,.00000,.00000,.00000,74.70792,.00000,.00000,225.99000,5.50800,
92302000,Tea (unsweetened),2,12.00000,fluid ounces,,2.00000,.16670,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,3.56000,.00474,
92410320,"Soft drink, diet",2,1.00000,small (drink = 16 fl oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,4.73000,.00000,
92510610,"Fruit drink (punch, ade, or cooler)",2,1.00000,Fruitopia bottle,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.21328,.00000,.00000,.00000,.00000,.00000,.00000,193.97134,.00000,238.08000,.00000,
92511010,Lemonade,1,1.00000,cup,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.11408,.00000,.00000,.00000,.00000,.00000,.00000,93.23684,.00000,99.20000,.01736,
92520410,Crystal Lite (low-calorie fruit drink),1,1.00000,cup,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.42960,.00000,.00000,.00000,.00000,.00000,.00000,.03901,.00000,45.60000,.00000,
92530510,Cranberry juice cocktail,1,1.00000,cup,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.77418,.00000,.00000,.00000,.00000,.01349,.00000,117.98080,.00000,144.21000,.02530,
92560000,Gatorade or Powerade (sports drink),1,1.00000,cup,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,50.01031,.00000,60.00000,.00000,
92570100,Pedialyte,1,1.00000,cup,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,25.00000,.00000,
93101000,Beer or ale,1,1.00000,can,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,147.60000,147.60000,.00000,
93102000,Lite beer,1,1.00000,can,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,100.80000,100.80000,.00000,
93201000,Cordial or liqueur,1,1.00000,cordial glass,1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.01333,.00000,17.98668,52.80000,70.80000,.01200,
93301030,Bloody Mary,1,1.00000,cocktail,4.60000,.50000,.50000,.00000,.00000,.34914,.00000,.00000,.00000,.34914,.05796,.00000,.00000,.00000,.00000,.00000,.00000,.00000,98.53200,114.54000,.01380,
93301060,Gin & tonic,1,1.00000,cocktail,7.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.05880,.00000,.00000,.00000,.00000,.00000,.00000,53.35050,104.37000,159.60000,.00420,
93301090,Manhattan,1,1.00000,cocktail,2.10000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,138.24300,138.24300,.00000,
93301100,Margarita,1,1.00000,cocktail (incl. frozen),6.30000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.15819,.00000,.00000,.00000,.00000,.01389,.00000,60.12325,325.36980,425.75400,.03906,
93301110,Martini,1,1.00000,cocktail,2.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,129.51400,129.92000,.00000,
93301190,Rum & coke,1,1.00000,cocktail,12.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,98.59676,166.32000,273.60000,.01440,
93301200,Pina colada,1,1.00000,cocktail,8.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.42480,.00000,1.77360,.00000,.00000,.43840,.00000,146.48105,166.32000,417.60000,3.96000,
93301450,Liqueur with cream,1,2.00000,fluid ounces,2.00000,1.00000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,87.35119,22.65648,92.90000,203.39400,6.00852,
93401000,Table wine (all),1,1.00000,standard wine glass,5.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,113.57500,113.57500,.00000,
93404000,Wine cooler,1,1.00000,drink (drink = 7 fl oz),1.00000,.50000,.50000,.00000,.00000,.00000,.00000,.00000,.00000,.00000,.06300,.00000,.00000,.00000,.00000,.00000,.00000,39.69714,71.60286,111.30000,.00630,
